date,Year,Month,Day,class,CC.Season,Season,Treatment,Rate,metabo.type,precip.cat
1/14/2008,2008,1,14,Early CC,CC,Winter,Pre,0.100695671,AR,Elevated
1/15/2008,2008,1,15,Early CC,CC,Winter,Pre,0.08830509,AR,Elevated
1/16/2008,2008,1,16,Early CC,CC,Winter,Pre,0.068873365,AR,Zero
1/17/2008,2008,1,17,Early CC,CC,Winter,Pre,0.198395279,AR,Zero
1/18/2008,2008,1,18,Early CC,CC,Winter,Pre,0.115114961,AR,Elevated
1/19/2008,2008,1,19,Early CC,CC,Winter,Pre,-0.019554205,AR,Elevated
1/20/2008,2008,1,20,Early CC,CC,Winter,Pre,0.137062082,AR,Zero
1/31/2008,2008,1,31,Early CC,CC,Winter,Pre,-0.027105087,AR,Zero
2/1/2008,2008,2,1,Early CC,CC,Winter,Pre,-0.015340773,AR,Elevated
2/2/2008,2008,2,2,Early CC,CC,Winter,Pre,-0.038353789,AR,Elevated
2/3/2008,2008,2,3,Early CC,CC,Winter,Pre,0.04825103,AR,Zero
2/4/2008,2008,2,4,Early CC,CC,Winter,Pre,0.257787482,AR,Elevated
2/5/2008,2008,2,5,Early CC,CC,Winter,Pre,2.566722026,AR,High
2/6/2008,2008,2,6,Early CC,CC,Winter,Pre,0.090764651,AR,High
2/7/2008,2008,2,7,Early CC,CC,Winter,Pre,-0.213868298,AR,Elevated
2/8/2008,2008,2,8,Early CC,CC,Winter,Pre,0.273050788,AR,Elevated
2/9/2008,2008,2,9,Early CC,CC,Winter,Pre,0.250045719,AR,Elevated
2/10/2008,2008,2,10,Early CC,CC,Winter,Pre,-0.255888282,AR,Zero
2/26/2008,2008,2,26,Early CC,CC,Winter,Pre,-0.048668672,AR,Elevated
2/27/2008,2008,2,27,Early CC,CC,Winter,Pre,-0.153952235,AR,Elevated
2/28/2008,2008,2,28,Early CC,CC,Winter,Pre,-0.183203939,AR,Zero
2/29/2008,2008,2,29,Early CC,CC,Winter,Pre,-0.070916657,AR,Elevated
3/1/2008,2008,3,1,Late CC,CC,Winter,Pre,0.119395389,AR,Elevated
3/2/2008,2008,3,2,Late CC,CC,Winter,Pre,0.600307325,AR,Zero
3/3/2008,2008,3,3,Late CC,CC,Winter,Pre,0.193105543,AR,Elevated
3/4/2008,2008,3,4,Late CC,CC,Winter,Pre,-0.033885366,AR,Elevated
3/5/2008,2008,3,5,Late CC,CC,Winter,Pre,0.132685207,AR,Elevated
3/6/2008,2008,3,6,Late CC,CC,Winter,Pre,-0.002979331,AR,Zero
3/7/2008,2008,3,7,Late CC,CC,Winter,Pre,-0.099031271,AR,Zero
3/8/2008,2008,3,8,Late CC,CC,Winter,Pre,-0.138492242,AR,Zero
3/9/2008,2008,3,9,Late CC,CC,Winter,Pre,-0.31163374,AR,Zero
3/11/2008,2008,3,11,Late CC,CC,Winter,Pre,-0.178222136,AR,Zero
3/12/2008,2008,3,12,Late CC,CC,Winter,Pre,0.028326123,AR,Zero
3/13/2008,2008,3,13,Late CC,CC,Winter,Pre,-0.747411124,AR,Zero
3/14/2008,2008,3,14,Late CC,CC,Winter,Pre,-1.279490728,AR,Zero
3/15/2008,2008,3,15,Late CC,CC,Winter,Pre,-0.923251106,AR,Zero
3/16/2008,2008,3,16,Late CC,CC,Winter,Pre,-1.587250449,AR,Zero
3/17/2008,2008,3,17,Late CC,CC,Winter,Pre,-1.66824446,AR,Zero
4/22/2008,2008,4,22,Late CC,CC,Spring,Pre,-3.070226288,AR,Zero
4/23/2008,2008,4,23,Late CC,CC,Spring,Pre,-2.804917063,AR,Zero
4/24/2008,2008,4,24,Late CC,CC,Spring,Pre,-2.76861703,AR,Zero
4/25/2008,2008,4,25,Late CC,CC,Spring,Pre,-2.537792297,AR,Elevated
4/26/2008,2008,4,26,Late CC,CC,Spring,Pre,-1.844707925,AR,Elevated
4/27/2008,2008,4,27,Late CC,CC,Spring,Pre,-2.048818512,AR,Zero
4/28/2008,2008,4,28,Late CC,CC,Spring,Pre,-1.650742707,AR,Elevated
4/29/2008,2008,4,29,Late CC,CC,Spring,Pre,-1.754537026,AR,Elevated
4/30/2008,2008,4,30,Late CC,CC,Spring,Pre,-1.848905393,AR,Zero
5/1/2008,2008,5,1,Late CC,No CC,Spring,Pre,-2.785088442,AR,Zero
5/2/2008,2008,5,2,Late CC,No CC,Spring,Pre,-1.51304335,AR,Zero
5/6/2008,2008,5,6,Late CC,No CC,Spring,Pre,-2.775983319,AR,Zero
5/7/2008,2008,5,7,Late CC,No CC,Spring,Pre,-1.018949887,AR,Zero
5/8/2008,2008,5,8,Late CC,No CC,Spring,Pre,-0.791562254,AR,Elevated
5/9/2008,2008,5,9,Late CC,No CC,Spring,Pre,-1.187410755,AR,Elevated
5/10/2008,2008,5,10,Late CC,No CC,Spring,Pre,-2.044268006,AR,Zero
5/11/2008,2008,5,11,Late CC,No CC,Spring,Pre,-0.201807524,AR,Elevated
5/12/2008,2008,5,12,Late CC,No CC,Spring,Pre,-0.953170895,AR,High
5/13/2008,2008,5,13,Late CC,No CC,Spring,Pre,-1.884972232,AR,Zero
5/14/2008,2008,5,14,Late CC,No CC,Spring,Pre,-0.452683326,AR,Elevated
5/15/2008,2008,5,15,Late CC,No CC,Spring,Pre,-1.979719108,AR,Elevated
5/16/2008,2008,5,16,Late CC,No CC,Spring,Pre,-1.936503075,AR,Elevated
5/17/2008,2008,5,17,Late CC,No CC,Spring,Pre,-1.963565917,AR,Zero
5/18/2008,2008,5,18,Late CC,No CC,Spring,Pre,-1.729171401,AR,Elevated
6/3/2008,2008,6,3,No CC,No CC,Spring,Pre,-0.720045131,AR,Elevated
6/4/2008,2008,6,4,No CC,No CC,Spring,Pre,-1.695068179,AR,Elevated
6/5/2008,2008,6,5,No CC,No CC,Spring,Pre,-0.731222144,AR,Elevated
6/6/2008,2008,6,6,No CC,No CC,Spring,Pre,-1.337285011,AR,Zero
6/7/2008,2008,6,7,No CC,No CC,Spring,Pre,-0.953952843,AR,Elevated
6/8/2008,2008,6,8,No CC,No CC,Spring,Pre,-1.751680963,AR,Zero
6/9/2008,2008,6,9,No CC,No CC,Spring,Pre,-2.702099658,AR,Zero
6/10/2008,2008,6,10,No CC,No CC,Spring,Pre,-2.234894519,AR,Elevated
6/11/2008,2008,6,11,No CC,No CC,Spring,Pre,-2.684082491,AR,Zero
6/12/2008,2008,6,12,No CC,No CC,Spring,Pre,-3.145494245,AR,Zero
6/13/2008,2008,6,13,No CC,No CC,Spring,Pre,-1.937430576,AR,Elevated
6/14/2008,2008,6,14,No CC,No CC,Spring,Pre,-2.728195234,AR,Elevated
6/15/2008,2008,6,15,No CC,No CC,Spring,Pre,-3.813125328,AR,Zero
6/17/2008,2008,6,17,No CC,No CC,Spring,Pre,-2.530802617,AR,Zero
6/18/2008,2008,6,18,No CC,No CC,Spring,Pre,-3.007114286,AR,Zero
6/19/2008,2008,6,19,No CC,No CC,Spring,Pre,-2.959141358,AR,Zero
7/2/2008,2008,7,2,No CC,No CC,Summer,Pre,-1.714669578,AR,Zero
7/3/2008,2008,7,3,No CC,No CC,Summer,Pre,-1.340286796,AR,Elevated
7/4/2008,2008,7,4,No CC,No CC,Summer,Pre,-1.77070128,AR,Zero
7/5/2008,2008,7,5,No CC,No CC,Summer,Pre,-1.592555981,AR,Zero
7/6/2008,2008,7,6,No CC,No CC,Summer,Pre,-1.828172892,AR,Zero
7/7/2008,2008,7,7,No CC,No CC,Summer,Pre,-1.792838569,AR,Zero
7/8/2008,2008,7,8,No CC,No CC,Summer,Pre,-1.050156654,AR,Zero
7/9/2008,2008,7,9,No CC,No CC,Summer,Pre,-1.218355672,AR,Elevated
7/10/2008,2008,7,10,No CC,No CC,Summer,Pre,-0.662871907,AR,Zero
7/11/2008,2008,7,11,No CC,No CC,Summer,Pre,-1.424891299,AR,Elevated
7/12/2008,2008,7,12,No CC,No CC,Summer,Pre,-0.786977652,AR,Elevated
7/13/2008,2008,7,13,No CC,No CC,Summer,Pre,-0.611074402,AR,Elevated
7/15/2008,2008,7,15,No CC,No CC,Summer,Pre,-1.807163745,AR,Zero
7/16/2008,2008,7,16,No CC,No CC,Summer,Pre,-1.645269291,AR,Zero
7/17/2008,2008,7,17,No CC,No CC,Summer,Pre,-1.532696415,AR,Zero
8/12/2008,2008,8,12,No CC,No CC,Summer,Pre,-1.504638149,AR,Zero
8/13/2008,2008,8,13,No CC,No CC,Summer,Pre,-0.96130082,AR,Zero
8/14/2008,2008,8,14,No CC,No CC,Summer,Pre,-1.062175929,AR,Zero
8/15/2008,2008,8,15,No CC,No CC,Summer,Pre,-1.186022495,AR,Elevated
8/16/2008,2008,8,16,No CC,No CC,Summer,Pre,-1.204671044,AR,Zero
8/17/2008,2008,8,17,No CC,No CC,Summer,Pre,-1.40687506,AR,Zero
8/18/2008,2008,8,18,No CC,No CC,Summer,Pre,-1.566745184,AR,Zero
8/19/2008,2008,8,19,No CC,No CC,Summer,Pre,-1.203216811,AR,Zero
8/20/2008,2008,8,20,No CC,No CC,Summer,Pre,-1.462100133,AR,Zero
8/21/2008,2008,8,21,No CC,No CC,Summer,Pre,-1.392679687,AR,Zero
8/22/2008,2008,8,22,No CC,No CC,Summer,Pre,-0.574822089,AR,Zero
8/23/2008,2008,8,23,No CC,No CC,Summer,Pre,-1.530513448,AR,Elevated
8/24/2008,2008,8,24,No CC,No CC,Summer,Pre,-1.191940971,AR,Zero
8/26/2008,2008,8,26,No CC,No CC,Summer,Pre,-1.346770796,AR,Zero
8/27/2008,2008,8,27,No CC,No CC,Summer,Pre,-1.52338147,AR,Zero
8/28/2008,2008,8,28,No CC,No CC,Summer,Pre,-1.492604453,AR,Zero
8/29/2008,2008,8,29,No CC,No CC,Summer,Pre,-1.417340034,AR,Zero
8/30/2008,2008,8,30,No CC,No CC,Summer,Pre,-1.251711088,AR,Zero
8/31/2008,2008,8,31,No CC,No CC,Summer,Pre,-0.963843085,AR,Zero
9/1/2008,2008,9,1,No CC,No CC,Fall,Pre,-1.103574667,AR,Zero
9/2/2008,2008,9,2,No CC,No CC,Fall,Pre,-1.324463152,AR,Zero
9/3/2008,2008,9,3,No CC,No CC,Fall,Pre,-1.61091275,AR,Zero
9/4/2008,2008,9,4,No CC,No CC,Fall,Pre,-0.051376113,AR,Elevated
9/5/2008,2008,9,5,No CC,No CC,Fall,Pre,-0.685912366,AR,Elevated
9/6/2008,2008,9,6,No CC,No CC,Fall,Pre,-1.025216832,AR,Elevated
9/7/2008,2008,9,7,No CC,No CC,Fall,Pre,-0.830421928,AR,Elevated
9/9/2008,2008,9,9,No CC,No CC,Fall,Pre,-0.902212917,AR,Elevated
9/10/2008,2008,9,10,No CC,No CC,Fall,Pre,-1.057178043,AR,Zero
9/11/2008,2008,9,11,No CC,No CC,Fall,Pre,-1.01313273,AR,Zero
9/12/2008,2008,9,12,No CC,No CC,Fall,Pre,-0.064441635,AR,Elevated
9/13/2008,2008,9,13,No CC,No CC,Fall,Pre,-0.066743534,AR,High
9/14/2008,2008,9,14,No CC,No CC,Fall,Pre,-0.046870591,AR,Elevated
9/15/2008,2008,9,15,No CC,No CC,Fall,Pre,-0.012308006,AR,High
9/16/2008,2008,9,16,No CC,No CC,Fall,Pre,-0.068623839,AR,Zero
9/17/2008,2008,9,17,No CC,No CC,Fall,Pre,-0.139971727,AR,Zero
9/18/2008,2008,9,18,No CC,No CC,Fall,Pre,-0.144299251,AR,Zero
9/19/2008,2008,9,19,No CC,No CC,Fall,Pre,-0.183818662,AR,Zero
9/20/2008,2008,9,20,No CC,No CC,Fall,Pre,-0.167624266,AR,Zero
9/21/2008,2008,9,21,No CC,No CC,Fall,Pre,-0.217977886,AR,Zero
9/23/2008,2008,9,23,No CC,No CC,Fall,Pre,-0.276617542,AR,Zero
9/24/2008,2008,9,24,No CC,No CC,Fall,Pre,-0.2908455,AR,Zero
9/25/2008,2008,9,25,No CC,No CC,Fall,Pre,-0.286094136,AR,Zero
9/26/2008,2008,9,26,No CC,No CC,Fall,Pre,-0.241400375,AR,Zero
9/27/2008,2008,9,27,No CC,No CC,Fall,Pre,-0.265554324,AR,Zero
9/28/2008,2008,9,28,No CC,No CC,Fall,Pre,-0.330392413,AR,Zero
9/29/2008,2008,9,29,No CC,No CC,Fall,Pre,-0.283131027,AR,Zero
9/30/2008,2008,9,30,No CC,No CC,Fall,Pre,-0.264099205,AR,Zero
10/1/2008,2008,10,1,Early CC,CC,Fall,Pre,-0.225805282,AR,Elevated
10/2/2008,2008,10,2,Early CC,CC,Fall,Pre,-0.351545578,AR,Zero
10/3/2008,2008,10,3,Early CC,CC,Fall,Pre,-0.12889824,AR,Zero
10/4/2008,2008,10,4,Early CC,CC,Fall,Pre,-0.228173569,AR,Elevated
10/5/2008,2008,10,5,Early CC,CC,Fall,Pre,-0.201306928,AR,Zero
10/6/2008,2008,10,6,Early CC,CC,Fall,Pre,-0.458242052,AR,Zero
10/7/2008,2008,10,7,Early CC,CC,Fall,Pre,-0.48865324,AR,Zero
10/8/2008,2008,10,8,Early CC,CC,Fall,Pre,-0.048193033,AR,Elevated
10/9/2008,2008,10,9,Early CC,CC,Fall,Pre,-0.281877672,AR,Elevated
10/10/2008,2008,10,10,Early CC,CC,Fall,Pre,-0.276541352,AR,Zero
10/11/2008,2008,10,11,Early CC,CC,Fall,Pre,-0.372870688,AR,Zero
10/12/2008,2008,10,12,Early CC,CC,Fall,Pre,-0.38256135,AR,Zero
10/13/2008,2008,10,13,Early CC,CC,Fall,Pre,-0.506022575,AR,Zero
10/14/2008,2008,10,14,Early CC,CC,Fall,Pre,-0.418903495,AR,Zero
10/15/2008,2008,10,15,Early CC,CC,Fall,Pre,-0.12415188,AR,Zero
10/16/2008,2008,10,16,Early CC,CC,Fall,Pre,-0.357270875,AR,Elevated
10/17/2008,2008,10,17,Early CC,CC,Fall,Pre,-0.327337142,AR,Zero
10/18/2008,2008,10,18,Early CC,CC,Fall,Pre,-0.275524606,AR,Zero
10/19/2008,2008,10,19,Early CC,CC,Fall,Pre,-0.252203723,AR,Zero
10/21/2008,2008,10,21,Early CC,CC,Fall,Pre,-0.26505189,AR,Elevated
10/22/2008,2008,10,22,Early CC,CC,Fall,Pre,-0.24612094,AR,Zero
10/23/2008,2008,10,23,Early CC,CC,Fall,Pre,-0.272958323,AR,Zero
10/24/2008,2008,10,24,Early CC,CC,Fall,Pre,-0.039117511,AR,Elevated
10/25/2008,2008,10,25,Early CC,CC,Fall,Pre,-0.157662997,AR,High
10/26/2008,2008,10,26,Early CC,CC,Fall,Pre,-0.220118961,AR,Zero
10/27/2008,2008,10,27,Early CC,CC,Fall,Pre,-0.219889743,AR,Elevated
10/28/2008,2008,10,28,Early CC,CC,Fall,Pre,-0.160310788,AR,Elevated
10/29/2008,2008,10,29,Early CC,CC,Fall,Pre,-0.186935871,AR,Zero
10/30/2008,2008,10,30,Early CC,CC,Fall,Pre,-0.206599104,AR,Zero
10/31/2008,2008,10,31,Early CC,CC,Fall,Pre,-0.279599535,AR,Zero
11/1/2008,2008,11,1,Early CC,CC,Fall,Pre,-0.329075414,AR,Zero
11/2/2008,2008,11,2,Early CC,CC,Fall,Pre,-0.37520283,AR,Zero
11/4/2008,2008,11,4,Early CC,CC,Fall,Pre,-0.292381608,AR,Zero
11/5/2008,2008,11,5,Early CC,CC,Fall,Pre,-0.322561529,AR,Zero
11/6/2008,2008,11,6,Early CC,CC,Fall,Pre,-0.384336807,AR,Zero
11/7/2008,2008,11,7,Early CC,CC,Fall,Pre,-0.276359632,AR,Elevated
11/8/2008,2008,11,8,Early CC,CC,Fall,Pre,-0.251738379,AR,Zero
11/9/2008,2008,11,9,Early CC,CC,Fall,Pre,-0.150931943,AR,Elevated
11/10/2008,2008,11,10,Early CC,CC,Fall,Pre,-0.213146353,AR,Elevated
11/11/2008,2008,11,11,Early CC,CC,Fall,Pre,-0.165178314,AR,Zero
11/12/2008,2008,11,12,Early CC,CC,Fall,Pre,-0.223685738,AR,Elevated
11/13/2008,2008,11,13,Early CC,CC,Fall,Pre,-0.373245676,AR,Elevated
11/14/2008,2008,11,14,Early CC,CC,Fall,Pre,-0.094257738,AR,Zero
11/15/2008,2008,11,15,Early CC,CC,Fall,Pre,-0.170152492,AR,Elevated
11/16/2008,2008,11,16,Early CC,CC,Fall,Pre,-0.263628111,AR,Elevated
11/18/2008,2008,11,18,Early CC,CC,Fall,Pre,-0.12930301,AR,Elevated
11/19/2008,2008,11,19,Early CC,CC,Fall,Pre,-0.13375254,AR,Zero
11/20/2008,2008,11,20,Early CC,CC,Fall,Pre,-0.105565812,AR,Zero
11/21/2008,2008,11,21,Early CC,CC,Fall,Pre,-0.101948975,AR,Elevated
11/22/2008,2008,11,22,Early CC,CC,Fall,Pre,-0.066650412,AR,Zero
11/23/2008,2008,11,23,Early CC,CC,Fall,Pre,-0.072038166,AR,Zero
11/24/2008,2008,11,24,Early CC,CC,Fall,Pre,-0.059873635,AR,Zero
11/25/2008,2008,11,25,Early CC,CC,Fall,Pre,-0.14407379,AR,Elevated
11/26/2008,2008,11,26,Early CC,CC,Fall,Pre,-0.115271638,AR,Zero
11/27/2008,2008,11,27,Early CC,CC,Fall,Pre,-0.127242783,AR,Zero
11/28/2008,2008,11,28,Early CC,CC,Fall,Pre,-0.095193017,AR,Zero
11/29/2008,2008,11,29,Early CC,CC,Fall,Pre,-0.115206217,AR,Zero
11/30/2008,2008,11,30,Early CC,CC,Fall,Pre,-0.095889132,AR,Zero
12/2/2008,2008,12,2,Early CC,CC,Winter,Pre,-0.10914285,AR,Elevated
12/3/2008,2008,12,3,Early CC,CC,Winter,Pre,-0.153210065,AR,Zero
12/4/2008,2008,12,4,Early CC,CC,Winter,Pre,-0.11610579,AR,Elevated
12/5/2008,2008,12,5,Early CC,CC,Winter,Pre,-0.092727736,AR,Zero
12/6/2008,2008,12,6,Early CC,CC,Winter,Pre,-0.000399933,AR,Elevated
12/7/2008,2008,12,7,Early CC,CC,Winter,Pre,-0.041633804,AR,Elevated
12/8/2008,2008,12,8,Early CC,CC,Winter,Pre,-0.069062173,AR,Zero
12/9/2008,2008,12,9,Early CC,CC,Winter,Pre,-0.159949166,AR,Elevated
12/10/2008,2008,12,10,Early CC,CC,Winter,Pre,-0.106492205,AR,Elevated
12/11/2008,2008,12,11,Early CC,CC,Winter,Pre,-0.112336179,AR,Zero
12/12/2008,2008,12,12,Early CC,CC,Winter,Pre,-0.101645075,AR,Zero
12/13/2008,2008,12,13,Early CC,CC,Winter,Pre,-0.067314648,AR,Zero
12/14/2008,2008,12,14,Early CC,CC,Winter,Pre,-0.090917996,AR,Zero
12/16/2008,2008,12,16,Early CC,CC,Winter,Pre,-0.133993458,AR,Zero
12/17/2008,2008,12,17,Early CC,CC,Winter,Pre,-0.083603214,AR,Elevated
12/18/2008,2008,12,18,Early CC,CC,Winter,Pre,-0.131105671,AR,Zero
12/19/2008,2008,12,19,Early CC,CC,Winter,Pre,-0.048672142,AR,High
12/20/2008,2008,12,20,Early CC,CC,Winter,Pre,-0.131001828,AR,Elevated
12/21/2008,2008,12,21,Early CC,CC,Winter,Pre,-0.041927305,AR,Elevated
12/22/2008,2008,12,22,Early CC,CC,Winter,Pre,-0.030907335,AR,Zero
12/23/2008,2008,12,23,Early CC,CC,Winter,Pre,-0.056293732,AR,Elevated
12/24/2008,2008,12,24,Early CC,CC,Winter,Pre,0.323021617,AR,Elevated
12/25/2008,2008,12,25,Early CC,CC,Winter,Pre,-0.101837472,AR,Elevated
12/26/2008,2008,12,26,Early CC,CC,Winter,Pre,-0.273100676,AR,Elevated
12/27/2008,2008,12,27,Early CC,CC,Winter,Pre,-0.207120586,AR,Elevated
12/28/2008,2008,12,28,Early CC,CC,Winter,Pre,-0.228476462,AR,High
1/1/2009,2009,1,1,Early CC,CC,Winter,Pre,-0.070284918,AR,Zero
1/2/2009,2009,1,2,Early CC,CC,Winter,Pre,-0.001783133,AR,Zero
1/3/2009,2009,1,3,Early CC,CC,Winter,Pre,-0.070735786,AR,Zero
1/4/2009,2009,1,4,Early CC,CC,Winter,Pre,0.030115512,AR,Elevated
1/5/2009,2009,1,5,Early CC,CC,Winter,Pre,-0.046795278,AR,Zero
1/6/2009,2009,1,6,Early CC,CC,Winter,Pre,-0.073753505,AR,Zero
1/7/2009,2009,1,7,Early CC,CC,Winter,Pre,-0.005179932,AR,Elevated
1/8/2009,2009,1,8,Early CC,CC,Winter,Pre,-0.020846378,AR,Elevated
1/13/2009,2009,1,13,Early CC,CC,Winter,Pre,-0.109426627,AR,Elevated
1/14/2009,2009,1,14,Early CC,CC,Winter,Pre,-0.006979144,AR,Elevated
1/15/2009,2009,1,15,Early CC,CC,Winter,Pre,-0.0548367,AR,Elevated
1/16/2009,2009,1,16,Early CC,CC,Winter,Pre,-0.04839706,AR,Zero
1/17/2009,2009,1,17,Early CC,CC,Winter,Pre,0.111471046,AR,Zero
1/18/2009,2009,1,18,Early CC,CC,Winter,Pre,0.021091724,AR,Elevated
1/19/2009,2009,1,19,Early CC,CC,Winter,Pre,-0.015996066,AR,Zero
1/20/2009,2009,1,20,Early CC,CC,Winter,Pre,-0.023463547,AR,Zero
2/6/2009,2009,2,6,Early CC,CC,Winter,Pre,-0.216378383,AR,Zero
2/12/2009,2009,2,12,Early CC,CC,Winter,Pre,-0.378123179,AR,High
2/13/2009,2009,2,13,Early CC,CC,Winter,Pre,-0.386804639,AR,Zero
2/14/2009,2009,2,14,Early CC,CC,Winter,Pre,2.664269077,AR,Elevated
2/17/2009,2009,2,17,Early CC,CC,Winter,Pre,-0.231775325,AR,Zero
2/18/2009,2009,2,18,Early CC,CC,Winter,Pre,-0.26864344,AR,Elevated
2/19/2009,2009,2,19,Early CC,CC,Winter,Pre,-1.113304624,AR,Elevated
2/20/2009,2009,2,20,Early CC,CC,Winter,Pre,0.292855094,AR,Zero
2/21/2009,2009,2,21,Early CC,CC,Winter,Pre,-0.039743351,AR,Elevated
2/22/2009,2009,2,22,Early CC,CC,Winter,Pre,-0.092190726,AR,Elevated
2/24/2009,2009,2,24,Early CC,CC,Winter,Pre,-0.151876372,AR,Zero
2/25/2009,2009,2,25,Early CC,CC,Winter,Pre,-0.214730166,AR,Zero
2/28/2009,2009,2,28,Early CC,CC,Winter,Pre,-0.214702813,AR,Zero
3/1/2009,2009,3,1,Late CC,CC,Winter,Pre,-0.123535779,AR,Zero
3/2/2009,2009,3,2,Late CC,CC,Winter,Pre,-0.186697168,AR,Zero
3/3/2009,2009,3,3,Late CC,CC,Winter,Pre,-0.212139633,AR,Zero
3/4/2009,2009,3,4,Late CC,CC,Winter,Pre,-0.259716727,AR,Zero
3/5/2009,2009,3,5,Late CC,CC,Winter,Pre,-0.421900303,AR,Zero
3/6/2009,2009,3,6,Late CC,CC,Winter,Pre,-0.390221231,AR,Zero
3/7/2009,2009,3,7,Late CC,CC,Winter,Pre,-2.032626822,AR,Elevated
3/8/2009,2009,3,8,Late CC,CC,Winter,Pre,-1.248881495,AR,High
4/23/2009,2009,4,23,Late CC,CC,Spring,Pre,-3.91821756,AR,Zero
4/24/2009,2009,4,24,Late CC,CC,Spring,Pre,-4.475018037,AR,Zero
4/25/2009,2009,4,25,Late CC,CC,Spring,Pre,-3.950926738,AR,Zero
4/26/2009,2009,4,26,Late CC,CC,Spring,Pre,-3.441916146,AR,Zero
4/27/2009,2009,4,27,Late CC,CC,Spring,Pre,-3.299492655,AR,Zero
4/28/2009,2009,4,28,Late CC,CC,Spring,Pre,-1.449884856,AR,Elevated
4/29/2009,2009,4,29,Late CC,CC,Spring,Pre,-2.089412243,AR,Elevated
4/30/2009,2009,4,30,Late CC,CC,Spring,Pre,-1.625415444,AR,Zero
5/1/2009,2009,5,1,Late CC,No CC,Spring,Pre,-1.810250306,AR,Elevated
5/2/2009,2009,5,2,Late CC,No CC,Spring,Pre,-1.372849968,AR,Elevated
5/3/2009,2009,5,3,Late CC,No CC,Spring,Pre,-1.372941863,AR,Zero
5/4/2009,2009,5,4,Late CC,No CC,Spring,Pre,-1.420548465,AR,Zero
5/5/2009,2009,5,5,Late CC,No CC,Spring,Pre,-1.471357779,AR,Zero
5/6/2009,2009,5,6,Late CC,No CC,Spring,Pre,-1.025862475,AR,Zero
5/7/2009,2009,5,7,Late CC,No CC,Spring,Pre,-1.344190694,AR,Elevated
5/8/2009,2009,5,8,Late CC,No CC,Spring,Pre,-1.574476868,AR,Elevated
5/9/2009,2009,5,9,Late CC,No CC,Spring,Pre,-1.036606352,AR,Zero
5/10/2009,2009,5,10,Late CC,No CC,Spring,Pre,-1.316117728,AR,Zero
5/22/2009,2009,5,22,Late CC,No CC,Spring,Pre,-0.899308345,AR,Zero
5/23/2009,2009,5,23,Late CC,No CC,Spring,Pre,-1.168674449,AR,Zero
5/24/2009,2009,5,24,Late CC,No CC,Spring,Pre,-1.633614405,AR,Zero
5/25/2009,2009,5,25,Late CC,No CC,Spring,Pre,-0.763161478,AR,Zero
5/30/2009,2009,5,30,Late CC,No CC,Spring,Pre,-0.375571275,AR,Zero
5/31/2009,2009,5,31,Late CC,No CC,Spring,Pre,-0.694661232,AR,Zero
6/23/2009,2009,6,23,No CC,No CC,Spring,Pre,-2.447834704,AR,Zero
6/24/2009,2009,6,24,No CC,No CC,Spring,Pre,-2.452280456,AR,Zero
6/25/2009,2009,6,25,No CC,No CC,Spring,Pre,-2.869038946,AR,Zero
6/26/2009,2009,6,26,No CC,No CC,Spring,Pre,-2.590301585,AR,Elevated
6/27/2009,2009,6,27,No CC,No CC,Spring,Pre,-2.588470777,AR,Zero
6/28/2009,2009,6,28,No CC,No CC,Spring,Pre,-2.286456906,AR,Zero
6/29/2009,2009,6,29,No CC,No CC,Spring,Pre,-1.682871286,AR,Zero
6/30/2009,2009,6,30,No CC,No CC,Spring,Pre,-1.833728808,AR,Elevated
7/1/2009,2009,7,1,No CC,No CC,Summer,Pre,-1.210045648,AR,Zero
7/2/2009,2009,7,2,No CC,No CC,Summer,Pre,-1.230775112,AR,Elevated
7/3/2009,2009,7,3,No CC,No CC,Summer,Pre,-1.916882355,AR,Elevated
7/4/2009,2009,7,4,No CC,No CC,Summer,Pre,-1.263927837,AR,Zero
7/5/2009,2009,7,5,No CC,No CC,Summer,Pre,-1.891177204,AR,Elevated
7/7/2009,2009,7,7,No CC,No CC,Summer,Pre,-1.826665987,AR,Zero
7/8/2009,2009,7,8,No CC,No CC,Summer,Pre,-1.111452717,AR,Zero
7/9/2009,2009,7,9,No CC,No CC,Summer,Pre,-2.046190702,AR,Elevated
7/10/2009,2009,7,10,No CC,No CC,Summer,Pre,-2.175507814,AR,Zero
7/11/2009,2009,7,11,No CC,No CC,Summer,Pre,-1.357246973,AR,Zero
7/12/2009,2009,7,12,No CC,No CC,Summer,Pre,-1.741685054,AR,High
7/13/2009,2009,7,13,No CC,No CC,Summer,Pre,-1.779629872,AR,Zero
7/14/2009,2009,7,14,No CC,No CC,Summer,Pre,-1.972640354,AR,Zero
7/15/2009,2009,7,15,No CC,No CC,Summer,Pre,-1.654428707,AR,Zero
7/16/2009,2009,7,16,No CC,No CC,Summer,Pre,-3.214198635,AR,Elevated
7/17/2009,2009,7,17,No CC,No CC,Summer,Pre,-1.6758782,AR,High
7/18/2009,2009,7,18,No CC,No CC,Summer,Pre,-1.640840854,AR,Elevated
7/19/2009,2009,7,19,No CC,No CC,Summer,Pre,-2.099175886,AR,Zero
7/22/2009,2009,7,22,No CC,No CC,Summer,Pre,-1.028098007,AR,Zero
7/23/2009,2009,7,23,No CC,No CC,Summer,Pre,-2.172699591,AR,Elevated
7/24/2009,2009,7,24,No CC,No CC,Summer,Pre,-2.215701314,AR,Zero
7/25/2009,2009,7,25,No CC,No CC,Summer,Pre,-1.788086941,AR,Elevated
